0	1.06331375	0.65716375
-0.3125	1.06331375	0.43011875
0.3125	1.06331375	0.43011875
0	0.811165	0.88759875
-0.3125	0.86023875	0.75870125
-0.625	0.86023875	0.53165625
0.625	0.86023875	0.53165625
0.3125	0.86023875	0.75870125
0	0.5590175	1.11803375
-0.3125	0.60809	0.98913625
-0.625	0.65716375	0.86023875
0.625	0.65716375	0.86023875
0.3125	0.60809	0.98913625
-0.193135	0.27950875	1.1534275
-0.505635	0.3285825	1.02453
-0.818135	0.3285825	0.797485
0.818135	0.3285825	0.797485
0.505635	0.3285825	1.02453
0.193135	0.27950875	1.1534275
0	0	1.18882125
-0.38627125	0	1.18882125
-0.69877125	0	0.96177625
0.69877125	0	0.96177625
0.38627125	0	1.18882
-0.193135	-0.3285825	1.1260675
-0.5217175	-0.27950875	1.046665
-0.8342175	-0.27950875	0.81962
0.8342175	-0.27950875	0.81962
0.5217175	-0.27950875	1.046665
0.19313625	-0.3285825	1.1260675
1.666E-07	-0.65716375	1.06331375
-0.32858125	-0.60809	0.98391125
-0.65716375	-0.5590175	0.90450875
-0.8342175	-0.60809	0.616545
0.8342175	-0.60809	0.616545
0.65716375	-0.5590175	0.90450875
0.3285825	-0.60809	0.98391125
-0.193135	-0.86023875	0.797485
-0.5217175	-0.811165	0.7180825
0.5217175	-0.811165	0.7180825
0.19313625	-0.86023875	0.797485
